,titles_authors
967,"['flying witch, vol. 2, chihiro ishizuka', 'teen titans, kami garcia', 'flying witch, vol. 1, chihiro ishizuka', 'the promised neverland, vol. 1, kaiu shirai', 'my hero academia, vol. 4, kohei horikoshi', 'my hero academia, vol. 3, kohei horikoshi', 'fullmetal alchemist, vol. 1, hiromu arakawa', 'the magic fish, trung le nguyen', 'my hero academia, vol. 2, kohei horikoshi', 'my hero academia, vol. 7, kohei horikoshi', 'avatar volume 1, michael dante dimartino', 'inverloch volume 3, sarah ellerton', ""scott pilgrim, volume 6, bryan lee o'malley"", 'naruto, vol. 05, masashi kishimoto', 'my hero academia, vol. 1, kohei horikoshi', 'bungo stray dogs, vol. 1, kafka asagiri', 'through the woods, emily carroll', 'avatar, bryan konietzko', 'fullmetal alchemist, vol. 4, hiromu arakawa', ""scott pilgrim, volume 3, bryan lee o'malley"", 'hikaru no go, vol. 2, yumi hotta', 'inverloch volume 5, sarah ellerton', ""scott pilgrim vs. the world, bryan lee o'malley"", 'chilling adventures of sabrina, vol. 1, roberto aguirre-sacasa', 'naruto, vol. 06, masashi kishimoto', 'hikaru no go, vol. 4, yumi hotta', 'bizenghast, volume 2, m. alice legrow', 'naruto, vol. 03, masashi kishimoto', ""scott pilgrim, volume 2, bryan lee o'malley"", 'tales from outer suburbia, shaun tan', 'the sad ghost club, lize meddings', 'fullmetal alchemist, vol. 7, hiromu arakawa', ""anya's ghost, vera brosgol"", 'kingdom hearts ii, vol. 2, shiro amano', 'the adventures of superhero girl, faith erin hicks', 'bizenghast, volume 3, m. alice legrow', 'fullmetal alchemist, vol. 8, hiromu arakawa', 'inverloch volume 4, sarah ellerton', 'the lost scrolls, tom mason', 'my hero academia, vol. 5, kohei horikoshi', 'bleach, vol. 1, tite kubo', 'naruto, vol. 1, masashi kishimoto', 'the legend of korra, michael dante dimartino', ""scott pilgrim's precious little life, bryan lee o'malley"", 'naruto, vol. 02, masashi kishimoto']"
968,"['back on murder, j. mark bertrand', 'eyes of justice, lis wiehl', ""if i'm found, terri blackstock"", ""heaven's wager, ted dekker"", 'if i run, terri blackstock', 'identity, ted dekker', 'kiss, ted dekker', 'obsessed, ted dekker', ""the priest's graveyard, ted dekker"", 'last light, terri blackstock', 'try darkness, james scott bell', 'amber morn, brandilyn collins', 'heart of ice, lis wiehl', 'the last days, joel c. rosenberg', 'the incumbent, alton gansky', 'prophet, frank e. peretti', 'the bride collector, ted dekker', 'stealing jenny, ellen gable', ""hangman's curse, frank e. peretti"", 'adam, ted dekker', 'when heaven weeps, ted dekker', 'over the edge, brandilyn collins', 'beyond justice, joshua graham', 'singularity, steven james', 'blink, ted dekker', 'placebo, steven james', 'burn, ted dekker', 'conspiracy in kiev, noel hynd', 'dark justice, brandilyn collins', 'the tehran initiative, joel c. rosenberg', 'damascus countdown, joel c. rosenberg', 'lion of babylon, davis bunn', 'thr3e, ted dekker', 'the twelfth imam, joel c. rosenberg', ""boneman's daughters, ted dekker"", 'the last jihad, joel c. rosenberg', 'never let you go, erin healy']"
969,"['slumberland, paul beatty', ""the supremes at earl's all-you-can-eat, edward kelsey moore"", 'the supremes sing the happy heartache blues, edward kelsey moore']"
970,"['the thin man, dashiell hammett', 'old tin sorrows, glen cook', 'faded steel heat, glen cook', 'the long goodbye, raymond chandler', 'black coffee, agatha christie', 'trouble is my business, raymond chandler', 'his name was death, fredric brown', 'the maltese falcon, dashiell hammett', 'red harvest, dashiell hammett', 'the dain curse, dashiell hammett', 'the big sleep, raymond chandler', 'deadly quicksilver lies, glen cook', 'the little sister, raymond chandler', 'the high window, raymond chandler', 'aberystwyth mon amour, malcolm pryce', 'the man with the golden arm, nelson algren']"
971,"['flash for freedom, george macdonald fraser', 'flashman and the redskins, george macdonald fraser', 'gump and co., winston groom', ""flashman's lady, george macdonald fraser"", 'carrying albert home, homer hickam', ""they shoot canoes, don't they?, patrick f. mcmanus"", 'blackadder, richard curtis', 'royal flash, george macdonald fraser', 'flashman, george macdonald fraser', 'flashman and the dragon, george macdonald fraser', 'flashman and the tiger, george macdonald fraser', 'the pirates! in an adventure with scientists, gideon defoe', 'flashman and the mountain of light, george macdonald fraser']"
972,"['the nineties, chuck klosterman', 'the sweet science, a.j. liebling', 'nothing is true and everything is possible, peter pomerantsev', 'she said, jodi kantor', 'on palestine, noam chomsky', 'catch and kill, ronan farrow', 'radical chic & mau-mauing the flak catchers, tom wolfe', 'the message, ta-nehisi coates', 'on doubt, leigh sales', 'detroit, charlie leduff', 'arguably, christopher hitchens', 'los demonios del edén, lydia cacho', 'the elephant in the room, jon ronson', 'estação carandiru, drauzio varella', 'the great shark hunt, hunter s. thompson', 'this town, mark leibovich']"
973,"['hardcore twenty-four, janet evanovich', ""smokin' seventeen, janet evanovich"", 'fearless fourteen, janet evanovich', 'sizzling sixteen, janet evanovich', 'harmless, ernie lindsey', 'to the nines, janet evanovich', 'explosive eighteen, janet evanovich', 'wicked business, janet evanovich', 'top secret twenty-one, janet evanovich', 'ten big ones, janet evanovich', 'twelve sharp, janet evanovich', 'eleven on top, janet evanovich', 'seven up, janet evanovich']"
974,"['my kind of forever, heidi mclaughlin', 'we own tonight, corinne michaels', 'easy melody, kristen proby', 'tyler & stella, heidi joy tretheway', 'everything she never wanted, tasha l. harrison', 'storm, carian cole', 'listen to me, kristen proby', 'my unexpected forever, heidi mclaughlin', 'clutch, s.m. west']"
975,"['madame bovary, gustave flaubert', ""l'écume des jours, boris vian"", 'gigi, colette', 'pierre and luce, romain rolland', 'la dama de las camelias, alexandre dumas fils', 'aurélien, louis aragon', 'la dame aux camélias, alexandre dumas fils']"
976,"['the arrivals, meg mitchell moore', 'cutting teeth, julia fierro', 'blessings, anna quindlen', 'rise and shine, anna quindlen', 'this was not the plan, cristina alger', 'secrets of the tides, hannah richell', 'the perfect son, barbara claypole white', 'mothers and other liars, amy bourret', 'me & emma, elizabeth flock', 'one true thing, anna quindlen', 'what we keep, elizabeth berg', 'a day late and a dollar short, terry mcmillan', 'house and home, kathleen mccleary', 'the good sister, drusilla campbell', 'the pretty one, lucinda rosenfeld', 'maine, j. courtney sullivan', 'the art of mending, elizabeth berg', 'the three weissmanns of westport, cathleen schine', 'the crying tree, naseem rakha', 'flying at night, rebecca l. brown']"
977,"['i forgot to die, khalil rafati', 'here comes trouble, michael moore', 'a fighting chance, elizabeth warren', 'along the way, martin sheen', 'the time of my life, patrick swayze', ""not my father's son, alan cumming"", 'sisters first, jenna bush hager', 'unfinished, priyanka chopra jonas', 'beautiful things, hunter biden', 'the big tiny, dee williams', 'my life so far, jane fonda', 'love life, rob lowe', 'always looking up, michael j. fox', 'madly, deeply, alan rickman', 'nevertheless, alec baldwin', 'it takes two, jonathan scott', 'rafa, rafael nadal', ""here's the story, maureen mccormick"", 'open, andre agassi', 'on my own, diane rehm', ""we're going to need more wine, gabrielle union"", 'oprah, kitty kelley', 'the rural diaries, hilarie burton morgan', 'the third gilmore girl, kelly bishop', ""an astronaut's guide to life on earth, chris hadfield"", 'a new model, ashley graham', ""a paper life, tatum o'neal"", 'the outsider, jimmy connors', 'playground, jennifer saginor', 'but enough about me, burt reynolds', 'the magnolia story, chip gaines', ""the actor's life, jenna fischer"", 'spelling it like it is, tori spelling', 'brat, andrew mccarthy', 'my story, elizabeth smart', 'undisputed truth, mike tyson', 'losing it, valerie bertinelli', 'lucky man, michael j. fox', 'coreyography, corey feldman', 'the answer is…, alex trebek', 'thicker than water, kerry washington']"
978,"['fearless, diana palmer', 'billion dollar cowboy, carolyn brown', 'baby love, catherine anderson', 'granite man, elizabeth lowell', ""sierra's homecoming, linda lael miller"", 'the winter soldier, diana palmer', ""capturing the cowboy's heart, lindsey brookes"", 'forty-four caliber justice, donald l. robertson', 'to keep a promise, b.n. rundell', 'a man of means, diana palmer', ""cattleman's pride, diana palmer"", 'the doctor wears a stetson, anne marie novark', 'love, lies & high heels, debby conrad', 'texas! chase, sandra brown', 'tyler, linda lael miller', ""mountain angel, suzie o'connell"", 'lawman, diana palmer']"
979,"['batman, tom king', 'batman, bill finger', 'legends of the dark knight, norm breyfogle', 'batman, mike mignola', 'superman, mark millar', 'batman, lee bermejo', 'batman, jeph loeb', 'batman, paul dini', 'batman, jim starlin', 'batman, doug moench']"
980,"['restless nights, dino buzzati', 'the divine comedy, dante alighieri', 'italian folktales, italo calvino', 'the twenty days of turin, giorgio de maria', 'sessanta racconti, dino buzzati', 'storie naturali, primo levi']"
981,"['eating the dinosaur, chuck klosterman', 'psychotic reactions and carburetor dung, lester bangs', 'chuck klosterman iv, chuck klosterman', 'the rap year book, shea serrano', 'sex, drugs, and cocoa puffs, chuck klosterman']"
982,"['the little teashop of broken hearts, jennifer joyce', 'summer desserts, nora roberts', 'the loveliest chocolate shop in paris, jenny colgan', ""the city baker's guide to country living, louise miller"", 'summer at little beach street bakery, jenny colgan']"
983,"['slow dance in purgatory, amy harmon', 'ruined, paula morris', 'remembrance, meg cabot', 'you had me at halo, amanda ashby', 'dying to forget, trish marie dawson', 'chasing brooklyn, lisa schroeder', 'whisper, alyson noel']"
984,"['the five stages of falling in love, rachel higginson', ""her best friend's baby, teona bell"", 'chaser, staci hart', 'the marriage mistake, jennifer probst', 'wasted words, staci hart', 'calhoun, diana palmer', 'for better or worse, lauren layne', 'a negotiated marriage, noelle adams', 'once upon a second chance, marian vere', 'canvas, jacob chance', 'rhett, j.s. cooper', 'sweetest mistake, candis terry', 'bedding the wrong brother, virna depaul']"
985,"['backup, jim butcher', 'the first fall, seanan mcguire', 'no place like home, seanan mcguire', 'married in green, seanan mcguire', 'blocked, seanan mcguire', 'powers of detection, dana stabenow', 'broken paper hearts, seanan mcguire', 'shadowed souls, jim butcher', 'snakes and ladders, seanan mcguire', 'the way home, seanan mcguire', 'shadowhunters, cassandra clare', 'loch and key, seanan mcguire', 'strange brew, p.n. elrod', 'oh pretty bird, seanan mcguire', 'the complete sookie stackhouse stories, charlaine harris', 'we both go down together, seanan mcguire', 'warm up, v.e. schwab', 'wolfsbane and mistletoe, charlaine harris', 'the ghosts of bourbon street, seanan mcguire', 'bury me in satin, seanan mcguire', 'welcome to bordertown, holly black', 'paint the town red, shanna swendson', 'im, seanan mcguire', 'sweet poison wine, seanan mcguire', 'many bloody returns, charlaine harris', 'home improvement, charlaine harris', 'black as blood, seanan mcguire']"
986,"['all your perfects, colleen hoover', 'purple hearts, tess wakefield', 'i see you, molly mcadams', 'a beautiful funeral, jamie mcguire', 'forever with you, jennifer l. armentrout', 'built, jay crownover', 'salvaged, jay crownover', 'need me, tessa bailey', 'never kiss a stranger, winter renshaw', 'burying water, k.a. tucker', 'roomies, christina lauren', 'it ends with us, colleen hoover', 'slip of the tongue, jessica hawkins', 'forged in flames, ivy smoak', 'the house mate, kendall ryan', 'nowhere but here, renee carlino', 'beautiful redemption, jamie mcguire', 'the song of david, amy harmon', 'the billionaire takes all, j.s. scott', 'ugly love, colleen hoover', 'blush for me, kristen proby', 'isto acaba aqui, colleen hoover', 'beautiful, christina lauren', 'tagged & ashed, c.m. owens', 'nash, jay crownover', 'the beauty of us, kristen proby', 'zurück ins leben geliebt, colleen hoover']"
987,"['twinkle, twinkle little spy, len deighton']"
988,[]
989,"['letters to the lost, brigid kemmerer', 'a quiet kind of thunder, sara barnard', 'fall for anything, courtney summers', 'catch a falling star, kim culbertson', 'bad romance, heather demetrios', 'the sky is everywhere, jandy nelson', 'moxie, jennifer mathieu', 'first & then, emma mills', 'this heart of mine, c.c. hunter', 'save the date, morgan matson', 'the last boy and girl in the world, siobhan vivian', 'sing me to sleep, angela morrison', 'nobody but us, kristin halbrook', 'tell me three things, julie buxbaum', 'maybe one day, melissa kantor', 'speechless, hannah harrington', 'little do we know, tamara ireland stone', ""amy & roger's epic detour, morgan matson"", 'you against me, jenny downham', 'seven days of you, cecilia vinesse', 'starfish, akemi dawn bowman', 'the lucky kind, alyssa b. sheinmel', 'cracked up to be, courtney summers', 'life in outer space, melissa keil', 'things i should have known, claire lazebnik', 'words in deep blue, cath crowley', 'love, hate & other filters, samira ahmed', 'everything, everything, nicola yoon', 'something in between, melissa de la cruz', 'the improbable theory of ana and zak, brian katcher', 'the anatomical shape of a heart, jenn bennett', 'emmy & oliver, robin benway', 'the beginning of everything, robyn schneider', 'even in paradise, chelsey philpot', 'second chance summer, morgan matson', 'american panda, gloria chao', 'what to say next, julie buxbaum', 'graffiti moon, cath crowley', 'girls on the verge, sharon biggs waller', 'trouble, non pratt', 'american girls, alison umminger', 'a very large expanse of sea, tahereh mafi', 'the build-up season, megan jacobson', 'the probability of miracles, wendy wunder', 'in honor, jessi kirby', 'how to win at high school, owen matthews', 'windfall, jennifer e. smith', 'the names they gave us, emery lord', ""what's a girl gotta do?, holly bourne"", 'how hard can love be?, holly bourne']"
990,"['irma voth, miriam toews', 'the twelve lives of samuel hawley, hannah tinti', 'the shipping news, annie proulx', 'brother, david chariandy', 'prayers for the stolen, jennifer clement', 'heaven, mieko kawakami', 'terms of endearment, larry mcmurtry', 'crow lake, mary lawson', 'a long and happy life, reynolds price', 'the choke, sofie laguna', 'the risk pool, richard russo', 'quella sera dorata, peter cameron', ""gabriel's gift, hanif kureishi"", 'nikolski, nicolas dickner']"
