,titles_authors
12,"[""karen's school picture, ann m. martin"", 'train i ride, paul mosier', 'lola rose, jacqueline wilson', 'the lotterys plus one, emma donoghue', ""karen's witch, ann m. martin"", 'sammy keyes and the hotel thief, wendelin van draanen', 'clean getaway, nic stone', 'seedfolks, paul fleischman', 'claudia and mean janine, ann m. martin', 'the bubble boy, stewart foster', 'kiss, jacqueline wilson', 'almost home, joan bauer', 'secrets, jacqueline wilson', 'ramona quimby, age 8, beverly cleary', 'sammy keyes and the wild things, wendelin van draanen', ""a dog's life, ann m. martin"", 'girls in love, jacqueline wilson', 'smile, raina telgemeier', 'the bumblebee flies anyway, robert cormier', 'coming home, lauren brooke', 'the wanderer, sharon creech', 'every soul a star, wendy mass', 'restart, gordon korman', 'love, ruby lavender, deborah wiles', 'so much to live for, lurlene mcdaniel', 'heat, mike lupica', 'my life with the liars, caela carter', 'shouting at the rain, lynda mullaly hunt', 'the apple tart of hope, sarah moore fitzgerald', 'mustang moon, terri farley', 'love, aubrey, suzanne lafleur', 'the kid in the red jacket, barbara park', 'rules, cynthia lord', 'love lessons, jacqueline wilson', 'front desk, kelly yang', 'pictures of hollis woods, patricia reilly giff', 'the goats, brock cole', 'one for the murphys, lynda mullaly hunt', ""see you at harry's, jo knowles"", 'the someday birds, sally j. pla', 'dizzy, cathy cassidy', 'the honest truth, dan gemeinhart', 'shiloh, phyllis reynolds naylor', ""brian's return, gary paulsen"", 'dear mr. henshaw, beverly cleary', ""karen's new year, ann m. martin"", 'ruby holler, sharon creech', 'no time to cry, lurlene mcdaniel', 'double act, jacqueline wilson', 'blubber, judy blume', 'one half from the east, nadia hashimi', 'crash, jerry spinelli', 'sammy keyes and the psycho kitty queen, wendelin van draanen', ""kristy's big day, ann m. martin"", 'indigo blue, cathy cassidy', 'blackbird fly, erin entrada kelly', 'hello, universe, erin entrada kelly', 'anything but typical, nora raleigh baskin', 'flipped, wendelin van draanen', 'drums, girls & dangerous pie, jordan sonnenblick', 'save me a seat, sarah weeks', 'the secret identity of devon delaney, lauren barnholdt', 'good-bye stacey, good-bye, ann m. martin', 'loser, jerry spinelli', 'ginger snaps, cathy cassidy', 'half a world away, cynthia kadohata', 'the river, gary paulsen', 'sammy keyes and the showdown in sin city, wendelin van draanen', 'eight keys, suzanne lafleur', 'girls in tears, jacqueline wilson', 'claudia and the phantom phone calls, ann m. martin', 'the great greene heist, varian johnson', 'claudia and the mystery at the museum, ann m. martin', 'amber brown goes fourth, paula danziger', 'angel cake, cathy cassidy', 'surviving the applewhites, stephanie s. tolan', 'because of mr. terupt, rob buyea', ""the skin i'm in, sharon g. flake"", 'holes, louis sachar', 'am i the princess or the frog?, jim benton', 'walk two moons, sharon creech', 'the turtle of oman, naomi shihab nye', 'the wild one, terri farley', 'finally, wendy mass', 'the epic fail of arturo zamora, pablo cartaya', 'a crooked kind of perfect, linda urban', 'broken heart club, cathy cassidy', 'cookie, jacqueline wilson', 'the dare game, jacqueline wilson', 'rain reign, ann m. martin', 'the haymeadow, gary paulsen', 'small steps, louis sachar', 'orbiting jupiter, gary d. schmidt', 'the thing about jellyfish, ali benjamin', 'an island of our own, sally nicholls', 'jeremy fink and the meaning of life, wendy mass', 'auggie & me, r.j. palacio', 'amber brown sees red, paula danziger', 'judy moody saves the world!, megan mcdonald', 'the suitcase kid, jacqueline wilson', 'dark sunshine, terri farley', 'mockingbird, kathryn erskine', 'leap day, wendy mass', 'the illustrated mum, jacqueline wilson', 'scarlett, cathy cassidy', 'pies & prejudice, heather vogel frederick', 'ramona the brave, beverly cleary', 'the shape of thunder, jasmine warga', 'fighting words, kimberly brubaker bradley', 'best friends, jacqueline wilson', 'sundae girl, cathy cassidy', 'counting thyme, melanie conklin', 'the secret voice of gina zhang, dori jones yang', 'accidentally fooled, lisa papademetriou', 'surprise! surprise!, francine pascal', 'the story of tracy beaker, jacqueline wilson', 'the 10 pm question, kate de goldi', 'chasing redbird, sharon creech', 'sisters, raina telgemeier', 'driftwood, cathy cassidy', 'never do anything, ever, jim benton', 'melissa, alex gino', 'die wilden hühner und das glück der erde, cornelia funke', 'the worry website, jacqueline wilson', 'the penderwicks in spring, jeanne birdsall', 'the boy project, kami kinard', 'homecoming, cynthia voigt', ""brian's winter, gary paulsen"", 'stargirl, jerry spinelli', 'the outcasts of 19 schuyler place, e.l. konigsburg', 'the truth about stacey, ann m. martin', 'cages, peg kehret', 'ramona forever, beverly cleary', 'pobby and dingan, ben rice', 'because of winn-dixie, kate dicamillo', 'star girl, jerry spinelli', 'charmed and dangerous, lisi harrison', 'a horse called wonder, joanna campbell', 'rain is not my indian name, cynthia leitich smith', 'la lección de august, r.j. palacio', 'the summer of the swans, betsy byars', 'baby-sitters on board!, ann m. martin', 'best friends, francine pascal', 'flour babies, anne fine', 'trading faces, julia devillers', 'dawn and the impossible three, ann m. martin', 'midnight, jacqueline wilson', 'awkward, svetlana chmakova', 'girls out late, jacqueline wilson', ""kristy's great idea, ann m. martin"", ""the ghost at dawn's house, ann m. martin"", 'lucky star, cathy cassidy', '365 days of wonder, r.j. palacio', 'home for the holidays, heather vogel frederick', ""karen's sleepover, ann m. martin"", 'mr. terupt falls again, rob buyea', 'mary anne saves the day, ann m. martin', 'out of my mind, sharon m. draper', 'the penderwicks at last, jeanne birdsall', 'absolutely truly, heather vogel frederick', '13 gifts, wendy mass', ""let's pretend this never happened, jim benton"", 'brave, svetlana chmakova', ""teacher's pet, francine pascal"", 'extraordinário, r.j. palacio', 'you go first, erin entrada kelly', 'lily alone, jacqueline wilson', ""it's like this, cat, emily cheney neville"", 'girls under pressure, jacqueline wilson', ""amina's voice, hena khan"", 'katy, jacqueline wilson', 'efrén divided, ernesto cisneros', 'so b. it, sarah weeks', 'wonder, r.j. palacio', 'utterly me, clarice bean, lauren child', 'shingaling, r.j. palacio', 'lost in the sun, lisa graff', 'play it again, laura dower', 'achtste-groepers huilen niet, jacques vriens']"
13,"['dancing at midnight, julia quinn', 'skylark, jo beverley', 'andrew, grace burrowes']"
14,"['hot blooded, christine feehan', 'lost in time, melissa de la cruz', 'vampires are forever, lynsay sands', 'midnight star, karpov kinrade', 'blood of anteros, georgia cates', 'letters to elise, amanda hocking', 'captured, erica stevens', 'tall, dark & hungry, lynsay sands', 'a shade of vampire, bella forrest', 'a shadow of light, bella forrest', 'the twilight collection, stephenie meyer', 'destined for a vampire, m. leighton', 'euphoria, elle casey', 'afterlife, claudia gray', 'new moon, stephenie meyer', 'bride, ali hazelwood', 'redemption, amy miles', 'insatiable, meg cabot', 'the struggle, l.j. smith', 'the rogue hunter, lynsay sands', 'vampire most wanted, lynsay sands', 'biss zum morgengrauen, stephenie meyer', 'zmierzch, stephenie meyer', ""morrigan's cross, nora roberts"", 'twilight / life and death, stephenie meyer', 'eclipse, stephenie meyer', 'mr. darcy, vampyre, amanda grange', 'amanecer, stephenie meyer', 'twilight, mark cotta vaz', 'beautiful monster, bella forrest', 'vamped, lucienne diver', 'the lifeguard, deborah blumenthal', 'the twilight saga breaking dawn part 1, mark cotta vaz', 'biss zum ende der nacht, stephenie meyer', 'biss zur mittagsstunde, stephenie meyer']"
15,"['the meaning of our tears, trudy j. smith', 'the americans, robert frank', 'the man who made things out of trees, robert penn', 'the dangerous book for boys, conn iggulden', 'triumph of the city, edward l. glaeser', 'a pattern language, christopher w. alexander', 'black indians, william loren katz', 'the great inversion and the future of the american city, alan ehrenhalt', 'the mothman prophecies, john a. keel', 'from dawn to decadence, jacques barzun', ""can't stop won't stop, jeff chang"", 'talking pictures, ransom riggs', 'the timeless way of building, christopher w. alexander', 'haunted ground, hollister ann grant', 'paperbacks from hell, grady hendrix', 'the visible past, michael grant', 'nat turner, kyle baker', ""batavia's graveyard, mike dash"", 'the card catalog, library of congress', 'known and strange things, teju cole', 'sexual personae, camille paglia', 'this republic of suffering, drew gilpin faust', 'poststructuralism, catherine belsey', '1001 books you must read before you die, peter boxall', 'regarding the pain of others, susan sontag', 'provenance, laney salisbury', ""the story of ain't, david skinner"", 'the lost painting, jonathan harr', 'history of modern art, h. harvard arnason', ""life doesn't frighten me, maya angelou"", 'designing disney, john hench', 'vanished smile, r.a. scotti', 'the city of falling angels, john berendt', 'barcelona, robert hughes', '1001 movies you must see before you die, steven jay schneider', 'the greater journey, david mccullough', 'the vikings, tony allan', 'faeries, brian froud', 'everything i need to know about love i learned from a little golden book, diane muldrow', 'the golden ratio, mario livio', 'gods, graves and scholars, c.w. ceram', 'the season, william goldman', 'the theater and its double, antonin artaud', 'subpar parks, amber share', 'confederates in the attic, tony horwitz', 'the medici, paul strathern', 'the rape of europa, lynn h. nicholas', 'exploring calvin and hobbes, bill watterson', 'the battle of versailles, robin givhan', 'the rest is noise, alex ross', 'ante el dolor de los demás, susan sontag', 'kafka, david zane mairowitz', 'just my type, simon garfield', 'holding fast, karen james', 'visions of heaven and hell, clive barker', ""george washington's leadership lessons, james rees""]"
16,"['hansel and gretel, neil gaiman', 'little red riding hood, trina schart hyman', ""the fairy's return, gail carson levine"", 'silverlicious, victoria kann', 'rapunzel, bethan woollvin', 'the true story of the 3 little pigs, jon scieszka', 'goldi rocks and the three bears, corey rosen schwartz', 'the tunnel, anthony browne', 'glass slipper, gold sandal, paul fleischman', 'mirror mirror, marilyn singer', 'saint george and the dragon, margaret hodges', 'cinderella, walt disney company', 'cinder edna, ellen jackson', 'the three snow bears, jan brett', 'the frog prince, continued, jon scieszka', 'stone soup, ann mcgovern', ""disney's aladdin, karen kreider"", 'the three pigs, david wiesner', 'the stinky cheese man and other fairly stupid tales, jon scieszka', 'goldilicious, victoria kann', 'the sleeping beauty, trina schart hyman', ""sulwe, lupita nyong'o"", 'little red riding hood, lisa campbell ernst', 'the rough-face girl, rafe martin', 'the apple-pip princess, jane ray', 'the gingerbread man, jim aylesworth', 'hansel and gretel, ian wallace', 'the man in the moon, william joyce', 'what do you do with a problem?, kobi yamada', 'the paper bag princess, robert munsch', 'if the shoe fits, jane b. mason', 'snow white and the seven dwarfs, walt disney company', 'mother earth and her children, sibylle von olfers', 'the little endless storybook, jill thompson', 'beauty and the beast, charles perrault', 'stone soup, marcia brown', 'little red gliding hood, tara lazar', 'the jungle book, walt disney company', 'the enormous turnip, vera southgate']"
17,"['summer days and summer nights, stephanie perkins', 'a christmas gift, stella wilkinson', 'what light, jay asher', 'and to all a good night, kaje harper', 'almost midnight, rainbow rowell', 'silent night, natasha preston', 'the twelve days of dash & lily, rachel cohn', ""dash & lily's book of dares, rachel cohn"", 'let it snow, john green']"
18,"['malice in maggody, joan hess', 'bundle of trouble, diana orgain', 'death on demand, carolyn g. hart', 'the palace guard, charlotte macleod', 'murder on the rocks, allyson k. abbott', 'catering to nobody, diane mott davidson', 'plaid and plagiarism, molly macrae', 'hospitality and homicide, lynn cahoon', 'boiled over, barbara ross', 'paw enforcement, diane kelly', 'murder on the rocks, karen macinerney', 'the whole enchilada, diane mott davidson', 'back to school murder, leslie meier', 'the sayers swindle, victoria abbott', 'november hunt, jess lourey', 'caramel crush, jenn mckinlay', 'bookplate special, lorna barrett', 'murder most howl, krista davis', 'murder in the mystery suite, ellery adams', 'fudge and jury, ellie alexander', 'a treacherous trader, ellery adams', 'dead by midnight, carolyn g. hart', 'the tell all, libby howard', 'a fatal chapter, lorna barrett', 'the plot is murder, v.m. burns', 'cinnamon roll murder, joanne fluke', 'artifact, gigi pandian', 'twelve angry librarians, miranda james', 'red velvet cupcake murder, joanne fluke', 'murder is binding, lorna barrett', 'send in the clowns, julie mulhern', 'carrot cake murder, joanne fluke', 'book clubbed, lorna barrett', 'murder of a small-town honey, denise swanson', 'pirate vishnu, gigi pandian', 'cat trick, sofie kelly', 'the seventh sinner, elizabeth peters', 'margaritas, marzipan, and murder, harper lin', ""laughed 'til he died, carolyn g. hart"", ""agatha's first case, m.c. beaton"", 'motherhood is murder, diana orgain', 'killer pancake, diane mott davidson', 'murder, she barked, krista davis', 'arsenic and adobo, mia p. manansala', 'the look of love, mary jane clark', 'a dark and stormy murder, julia buckley', 'the main corpse, diane mott davidson', 'buttercream bump off, jenn mckinlay', 'a killer keepsake, ellery adams', 'murder on the half shelf, lorna barrett', 'a killer plot, ellery adams', 'highland laddie gone, sharyn mccrumb', 'flipped for murder, maddie day', 'the ghost and mrs. mcclure, alice kimberly', 'blackberry pie murder, joanne fluke', 'sweet revenge, diane mott davidson', 'key lime pie murder, joanne fluke', 'the last suppers, diane mott davidson', 'hooked on murder, betty hechtman', 'double shot, diane mott davidson', 'the diva frosts a cupcake, krista davis', 'final catcall, sofie kelly', 'blueberry muffin murder, joanne fluke', 'copycat killing, sofie kelly', 'nine lives, wendy corsi staub', 'night of the living deed, e.j. copperman', 'the graves of the guilty, ellery adams', 'the diva digs up the dirt, krista davis', 'elementary, she read, vicki delany', 'the house of unexpected sisters, alexander mccall smith', 'books can be deceiving, jenn mckinlay', 'lattes, ladyfingers, and lies, harper lin', 'skeleton letters, laura childs', 'the christie curse, victoria abbott', 'going, going, ganache, jenn mckinlay', ""devil's food cake murder, joanne fluke"", 'lemon meringue pie murder, joanne fluke', 'vanilla beaned, jenn mckinlay', 'the wolfe widow, victoria abbott', 'the diva steals a chocolate kiss, krista davis', 'crunch time, diane mott davidson', 'guidebook to murder, lynn cahoon', 'death by the dozen, jenn mckinlay', 'peach cobbler murder, joanne fluke', 'clouds in my coffee, julie mulhern']"
19,"[""the blue jay's dance, louise erdrich"", 'questions for ada, ijeoma umebinyuo', 'tender points, amy berkowitz', 'men explain things to me, rebecca solnit', 'witches, midwives and nurses, barbara ehrenreich', ""a life's work, rachel cusk"", 'the vagina monologues, eve ensler', 'phenomenal woman, maya angelou', 'half the sky, nicholas d. kristof', 'anything we love can be saved, alice walker', 'the madwoman in the attic, sandra m. gilbert', 'here we are, kelly jensen', 'the second sex, simone de beauvoir', ""in praise of women's bodies, gloria steinem"", 'playing in the dark, toni morrison', 'too fat, too slutty, too loud, anne helen petersen', 'in a different voice, carol gilligan', 'dear ijeawele, or a feminist manifesto in fifteen suggestions, chimamanda ngozi adichie', 'body horror, anne elizabeth moore', 'tothom hauria de ser feminista, chimamanda ngozi adichie', 'sugar in my bowl, erica jong', 'salvation, bell hooks', 'the mother of all questions, rebecca solnit', 'king kong théorie, virginie despentes', 'spiritual midwifery, ina may gaskin', 'thick, tressie mcmillan cottom', 'querida ijeawele. cómo educar en el feminismo, chimamanda ngozi adichie', 'chicas muertas, selva almada', 'we should all be feminists, chimamanda ngozi adichie', 'i am an emotional creature, eve ensler', 'los demonios del edén, lydia cacho', 'why i am not a feminist, jessa crispin', 'the beauty myth, naomi wolf', 'the caged virgin, ayaan hirsi ali', 'shit, actually, lindy west', 'mężczyźni objaśniają mi świat, rebecca solnit', 'teoría king kong, virginie despentes', 'contra los hijos, lina meruane']"
20,"[""the winner's kiss, marie rutkoski"", 'the bitter kingdom, rae carson', 'the wrath and the dawn, renee ahdieh', ""the winner's crime, marie rutkoski"", 'wintersong, s. jae-jones', 'tortall and other lands, tamora pierce', 'the epic crush of genie lo, f.c. yee', 'the black witch, laurie forest', 'a poison dark and drowning, jessica cluess', 'morrighan, mary e. pearson', 'song of the current, sarah tolcser', 'six crimson cranes, elizabeth lim', ""poison's kiss, breeana shields"", 'crooked kingdom, leigh bardugo', 'seeker, arwen elys dayton', 'we free the stars, hafsah faizal', 'raybearer, jordan ifueko', 'six of crows, leigh bardugo', 'shadow and bone & siege and storm, leigh bardugo', 'a shadow bright and burning, jessica cluess', 'rule of wolves, leigh bardugo', 'the gilded wolves, roshani chokshi', 'the hazel wood, melissa albert', 'where the dark stands still, a.b. poranek', 'moon chosen, p.c. cast', ""the sin eater's daughter, melinda salisbury"", ""king's cage, victoria aveyard"", 'we hunt the flame, hafsah faizal', 'sea spell, jennifer donnelly', 'the rose & the dagger, renee ahdieh', 'warrior of the wild, tricia levenseller', 'the shadows between us, tricia levenseller', 'the girl who fell beneath the sea, axie oh', 'the kiss of deception, mary e. pearson', 'a song of wraiths and ruin, roseanne a. brown', 'the midnight star, marie lu', 'dance of thieves, mary e. pearson', 'the heart of betrayal, mary e. pearson', 'rise of fire, sophie jordan', 'frostblood, elly blake', 'namesake, adrienne young', 'an ember in the ashes, sabaa tahir', 'eyes like stars, lisa mantchev', 'how the king of elfhame learned to hate stories, holly black', 'candidate, rachel e. carter', 'legendborn, tracy deonn', 'a vow so bold and deadly, brigid kemmerer', 'return of the thief, megan whalen turner', 'a torch against the night, sabaa tahir', 'frostfire, amanda hocking', 'hawksong, amelia atwater-rhodes', 'these twisted bonds, lexi ryan', 'the oracle queen, kendare blake', 'sky in the deep, adrienne young', 'rosemarked, livia blackburne', 'shadowsong, s. jae-jones', 'goldener käfig, victoria aveyard', 'blades of magic, terah edun', 'the wicked deep, shea ernshaw', 'the belles, dhonielle clayton', 'a curse so dark and lonely, brigid kemmerer', 'daughter of the moon goddess, sue lynn tan', 'crystal kingdom, amanda hocking', 'cruel crown, victoria aveyard', 'in other lands, sarah rees brennan', 'bloodmarked, tracy deonn', 'war storm, victoria aveyard', 'ace of shades, amanda foody', 'dark triumph, robin lafevers', 'mortal heart, robin lafevers', 'a \u200bsky beyond the storm, sabaa tahir', 'soundless, richelle mead', ""les fiancés de l'hiver, christelle dabos"", 'a magic steeped in poison, judy i. lin', 'the six of crows duology boxed set, leigh bardugo', 'los jóvenes de la élite, marie lu', 'grace and fury, tracy banghart', 'dragonfly, julia golding', 'the enchanter heir, cinda williams chima', 'this woven kingdom, tahereh mafi', ""the traitor's game, jennifer a. nielsen"", 'the young elites, marie lu', 'the wicked king, holly black', 'faerie wars, herbie brennan', 'heir, sabaa tahir', 'to kill a kingdom, alexandra christo', 'the iron butterfly, chanda hahn', 'the key, jennifer anne davis', 'la sociedad de la rosa, marie lu', 'sacred scars, kathleen duey', 'the queen of nothing, holly black', 'królestwo kanciarzy, leigh bardugo', 'heartless, marissa meyer', ""la lama dell'assassina, sarah j. maas"", 'the trouble with kings, sherwood smith', 'maresi, maria turtschaninoff', 'snakecharm, amelia atwater-rhodes', 'masks, e.c. blake', 'these hollow vows, lexi ryan', 'the beauty of darkness, mary e. pearson', ""the assassin's blade, sarah j. maas"", 'fable, adrienne young', 'spice road, maiya ibrahim', 'the valiant, lesley livingston', 'flame in the mist, renee ahdieh', 'seis de cuervos, leigh bardugo', 'smoke in the sun, renee ahdieh', 'the cruel prince, holly black', 'a fierce and subtle poison, samantha mabry', 'daughter of the pirate king, tricia levenseller', 'ice kissed, amanda hocking', 'finnikin of the rock, melina marchetta', 'court of fives, kate elliott', 'hotel magnifique, emily j. taylor', 'seafire, natalie c. parker', 'crown of feathers, nicki pau preto', 'pearl - liebe macht sterblich, julie heiland']"
21,"['into the forest, jean hegland', 'the natural way of things, charlotte wood', 'kaleidoscope century, john barnes', 'underground airlines, ben h. winters', 'the end we start from, megan hunter', 'girlfriend in a coma, douglas coupland', 'die wand, marlen haushofer', 'the children of men, p.d. james', 'the road, cormac mccarthy', 'when she woke, hillary jordan', 'oryx and crake, margaret atwood', 'land of milk and honey, c pam zhang', 'the unit, ninni holmqvist', 'cloud atlas, david mitchell', 'the water knife, paolo bacigalupi', 'station eleven, emily st. john mandel', 'la strada, cormac mccarthy', 'super sad true love story, gary shteyngart', 'the dewey decimal system, nathan larson', 'wool omnibus, hugh howey', 'the wall, marlen haushofer']"
22,"['tongue twisters for kids, riley weber', 'screenwise, devorah heitner', 'we are water protectors, carole lindstrom', 'the tiny seed, eric carle', '8 plus 1, robert cormier', 'star wars, elizabeth schaefer', ""andersen's fairy tales, friederun reichenstetter"", ""ruby's perfect day, susan hill"", 'tommy goes trick-or-treating, emlyn chand', ""don't let auntie mabel bless the table, vanessa brantley-newton"", 'the apple pie that papa baked, lauren thompson', 'good night, laila tov, laurel snyder', 'catching fire, kate egan', 'rosie revere, engineer, andrea beaty', 'chicken soup for the preteen soul, jack canfield', 'give your child the world, jamie c. martin', 'dust on the mountain, ruskin bond', 'i am the turkey, michele sobel spirn', 'verstrikt, mel wallis de vries', 'the berenstain bears and the eager beavers, stan berenstain', ""i'm really ever so not well, lauren child"", 'orangey the goldfish, eddie bee', ""karen's big joke, ann m. martin"", 'princess diadora, eddie bee', 'diary of steve the noob 2 (an unofficial minecraft book), steve the noob', ""totto-chan's children, tetsuko kuroyanagi"", 'laundry day, maurie j. manning', 'dodsworth in london, tim egan', 'thunder boy jr., sherman alexie', '1-2-3 peas, keith baker', 'the other side, jacqueline woodson', 'splat the cat, rob scotton', 'ghost hunt, jason hawes', 'the christmas rose, sepp bauer', 'sophie hits six, dick king-smith', 'i funny, james patterson', 'nebraska nightcrawlers, johnathan rand', 'de bende van de bokkenrijders, ton van reen', ""karen's new friend, ann m. martin"", 'pocahontas, walt disney company']"
23,"[""somebody tell aunt tillie she's dead, christiana miller"", 'ghostgirl, tonya hurley', 'the madness underneath, maureen johnson', ""bad girls don't die, katie alender"", 'walk of the spirits, richie tankersley cusick', ""death's shadow, darren shan"", 'death most definite, trent jamieson', 'necropolis, anthony horowitz', 'a certain slant of light, laura whitcomb', 'dark calling, darren shan', 'blue moon, james ponti', 'remembrance, meg cabot', 'spirit ascendancy, e.e. holmes', 'demon thief, darren shan', 'the devouring, simon holt', 'radiance, alyson noel', 'bec, darren shan', 'the folcroft ghosts, darcy coates', 'ninth key, jenny carroll', 'tamsin, peter s. beagle', 'the ghost files 2, apryl baker', 'everfound, neal shusterman', 'you had me at halo, amanda ashby', 'the ghost files 3, apryl baker', 'devilish, maureen johnson', 'shimmer, alyson noel', 'dead rules, randy russell', 'the basement, chad p. brown', 'once dead, twice shy, kim harrison', 'from bad to cursed, katie alender', 'the shadow cabinet, maureen johnson', 'the splendor falls, rosemary clement-moore', 'unbroken, paula morris', 'dying to forget, trish marie dawson', 'everlost, neal shusterman', 'demon apocalypse, darren shan', 'the last academy, anne applegate', 'anna dressed in blood, kendare blake', 'shadowland, jenny carroll', 'slawter, darren shan', 'betrayal, lee nichols', 'nightrise, anthony horowitz', 'velveteen, daniel marks', 'lonely souls, karice bolton', 'the nightmarys, dan poblocki', 'friends with boys, faith erin hicks', 'shutter, courtney alameda', 'blood beast, darren shan', 'everwild, neal shusterman', 'whisper, alyson noel', 'the ghost and the goth, stacey kade', 'the gift, margaret mcheyzer', 'as dead as it gets, katie alender']"
24,"['my blood approves, amanda hocking', 'the legend of the blue eyes, b. kristin mcmichael', 'phantom, l.j. smith', 'night world, no. 1, l.j. smith', 'for the love of a vampire, m. leighton', 'haven, kristi cook', 'wisdom, amanda hocking', 'broken compass, jaymin eve', 'the fallen star, jessica sorensen', 'the promise, jessica sorensen', 'dead is the new black, marlene perez', 'marked / betrayed / chosen / untamed / hunted, p.c. cast', 'forbidden, amy miles', 'night world, l.j. smith', 'gates of paradise, melissa de la cruz', 'destined, brenda k. davies', 'out for blood, alyxandra harvey', 'awakened, brenda k. davies', 'flutter, amanda hocking', 'night world, no. 2, l.j. smith', 'kissing coffins, ellen schreiber', 'the van alen legacy, melissa de la cruz', 'dance with a vampire, ellen schreiber', 'the vampire wish, michelle madow', 'bite me!, melissa francis', 'shadow kiss, richelle mead', 'a blaze of sun, bella forrest', 'the vision, jessica sorensen', 'evernight, claudia gray', 'stargazer, claudia gray', 'vampireville, ellen schreiber', 'masquerade, melissa de la cruz', 'balthazar, claudia gray', 'until the sun falls from the sky, kristen ashley']"
25,"['the first rule of ten, gay hendricks', 'darkness, take my hand, dennis lehane', 'easy innocence, libby fischer hellmann', ""burglars can't be choosers, lawrence block"", ""brown's requiem, james ellroy"", 'when the thrill is gone, walter mosley', 'dress her in indigo, john d. macdonald', 'a drink before the war, dennis lehane', 'the night is deep, joe hart', 'heat rises, richard castle', 'a savage place, robert b. parker', 'the do-right, lisa sandlin', 'maigret and the saturday caller, georges simenon', 'gorky park, martin cruz smith', 'maigret and the headless corpse, georges simenon', 'rebus, ian rankin', 'black cherry blues, james lee burke', 'pale kings and princes, robert b. parker', 'the titian committee, iain pears', 'the falls, ian rankin', 'the moving target, ross macdonald', ""heaven's prisoners, james lee burke"", 'maigret sets a trap, georges simenon', 'maigret and the wine merchant, georges simenon', 'a textbook case, jeffery deaver', 'sherlock holmes and the case of the hound of the baskervilles, malvina g. vogel', 'spade & archer, joe gores', 'voice of the violin, andrea camilleri', 'resurrection men, ian rankin', 'the chalk circle man, fred vargas', 'knots and crosses, ian rankin', 'chump change, g.m. ford', 'tooth and nail, ian rankin', 'the terra-cotta dog, andrea camilleri', 'looking for rachel wallace, robert b. parker', 'red square, martin cruz smith', 'death of the mantis, michael stanley', 'bangkok 8, john burdett', 'the shape of water, andrea camilleri', 'sacred, dennis lehane', 'murder in the rue dumas, m.l. longworth', 'chain of evidence, garry disher', 'the empty hours, ed mcbain', 'il suggeritore, donato carrisi', 'burning angel, james lee burke', 'crooked little vein, warren ellis']"
