,titles_authors
360,"['fever chart, bill cotter', 'too bright to hear too loud to see, juliann garey', 'la campana de cristal, sylvia plath', 'lilith, j.r. salamanca', 'a redoma de vidro, sylvia plath', 'the shutter of snow, emily holmes coleman']"
361,"['endurance, alfred lansing', ""grandma gatewood's walk, ben montgomery"", 'come fly the world, julia cooke', 'the pillars of hercules, paul theroux', 'the road to mecca, muhammad asad', 'the call of the weird, louis theroux', 'made in america, bill bryson', 'the man who loved china, simon winchester', 'ghost empire, richard fidler', 'the natural world of winnie-the-pooh, kathryn aalto', 'madhouse at the end of the earth, julian sancton', 'nine lives, william dalrymple', 'the colossus of new york, colson whitehead', 'the greater journey, david mccullough', 'the only street in paris, elaine sciolino', 'alone on the ice, david roberts', 'thrilling cities, ian fleming', 'raw spirit, iain banks', 'k2, ed viesturs', 'heirs to forgotten kingdoms, gerard russell', 'the lost city of z, david grann', 'the path between the seas, david mccullough', 'szepty kamieni. historie z opuszczonej islandii, berenika lenard']"
362,"['the great zoo of china, matthew reilly', 'fathomless, greig beck', 'code zero, jonathan maberry', 'dogs of war, jonathan maberry', 'never cry mercy, l.t. ryan', 'breakthrough, michael c. grumley', 'ice station nautilus, rick campbell', 'rogue state, steven konkoly', 'kraken rising, greig beck', 'this green hell, greig beck', 'book of the dead, greig beck', 'deliverance, james dickey', 'nimitz class, patrick robinson', 'the first bird, greig beck', 'dark rising, greig beck', 'kill switch, jonathan maberry', 'gorgon, greig beck', 'support and defend, mark greaney', 'micro, michael crichton', 'end game, l.t. ryan', 'beneath the dark ice, greig beck', 'fairy tale, stephen king', 'extinction machine, jonathan maberry', 'contest, matthew reilly', 'pulse, jeremy robinson', 'black mountain, greig beck', 'the dragon factory, jonathan maberry', 'ancestor, scott sigler', 'jaws, peter benchley', 'the king of plagues, jonathan maberry', 'meg, steve alten']"
363,"['cursed, casey odell', 'the faerie guardian, rachel morgan', 'born of water (elemental origins, #1), a.l. knorr', 'face off, mark del franco', 'the scarlet thread, d.s. murphy', 'eternally yours, cate tiernan', 'darkness & light, elle casey', 'grave witch, kalayna price', 'the iron king, julie kagawa', 'untold, sarah rees brennan', 'mad lizard mambo, rhys ford', 'unspoken, sarah rees brennan', 'the faerie war, rachel morgan', 'wondrous strange, lesley livingston', 'red glove, holly black', 'radiant shadows, melissa marr', 'the changelings, elle casey', 'ink exchange, melissa marr', 'what to buy the shadowhunter who has everything, cassandra clare', 'glimmerglass, jenna black', 'warped, maurissa guibord', 'shadow jump, jonathan moeller', 'call to arms, elle casey', 'after the fall, elle casey', 'the fallen kingdom, elizabeth may', 'the winter long, seanan mcguire', 'the faerie prince, rachel morgan', 'fragile eternity, melissa marr', 'arabesque, aprilynne pike', 'red rope of fate, k.m. shea', 'unmade, sarah rees brennan', 'darkest mercy, melissa marr', 'chimes at midnight, seanan mcguire', 'touched, corrine jackson', 'shadowspell, jenna black']"
364,"['tattered on my sleeve, autumn jones lake', 'deal breakers, laura lee', 'up in the treehouse, k.k. allen', 'from this moment, melanie harlow', 'tycoon, katy evans', 'final offer, lauren asher', 'a thousand letters, staci hart', 'duty, lauren landish', 'the ones who got away, roni loren', 'the lucky heart, devney perry', 'ghosted, j.m. darhower', 'bad romeo, leisa rayven', 'finding eden, mia sheridan', 'dirty like brody, jaine diamond', 'canvas, jacob chance', 'exrated, stevie j. cole']"
365,"['to dream, carolyn brown', ""darcy's deal, zoe burton"", 'the admiral’s heart, danelle harmon']"
366,"['a princess of mars, edgar rice burroughs', 'ursula k. le guin, ursula k. le guin', 'the positronic man, isaac asimov', 'tales of the dying earth, jack vance', ""at the earth's core, edgar rice burroughs"", 'i sing the body electric! & other stories, ray bradbury', 'a sound of thunder and other stories, ray bradbury', 'the shaping of middle-earth, j.r.r. tolkien', 'the golden apples of the sun, ray bradbury', 'the food of the gods, h.g. wells', 'titus alone, mervyn peake', 'perelandra, c.s. lewis', ""foundation's edge, isaac asimov"", 'thuvia, maid of mars, edgar rice burroughs', 'machineries of joy, ray bradbury', 'the foundation trilogy, isaac asimov', 'the nine billion names of god, arthur c. clarke', 'the left hand of darkness, ursula k. le guin', 'the forever war, joe haldeman', 'the illustrated man, ray bradbury', 'the gods of mars, edgar rice burroughs', 'the return of the shadow, j.r.r. tolkien', 'the chessmen of mars, edgar rice burroughs', 'the wonderful visit, h.g. wells', 'way station, clifford d. simak', 'the war of the ring, j.r.r. tolkien', 'fantastic voyage, isaac asimov', 'robots and empire, isaac asimov', 'lord of light, roger zelazny', 'the notebooks of lazarus long, robert a. heinlein', 'the complete robot, isaac asimov', 'the treason of isengard, j.r.r. tolkien', 'the great dune trilogy, frank herbert', 'out of the silent planet, c.s. lewis', 'lud-in-the-mist, hope mirrlees', 'that hideous strength, c.s. lewis', 'the warlord of mars, edgar rice burroughs', 'la main gauche de la nuit, ursula k. le guin', 'foundation and chaos, greg bear']"
367,"['love like this, sophie love', 'tell me something, adele parks', 'winter wonderland, belinda jones', 'love at first flight, marie force', 'hero at large, steffie hall', 'if you only knew, kristan higgins', 'bitter sweet, lavyrle spencer', 'texas fury, fern michaels', 'christmas in eternity springs, emily march', '92 pacific boulevard, debbie macomber', 'the mistletoe inn, richard paul evans', 'the good, the bad and the dumped, jenny colgan', 'no place like home, fern michaels', 'a paris affair, tatiana de rosnay', 'texas! lucky, sandra brown', ""'tis the season, robyn carr"", 'the trouble with mistletoe, jill shalvis', 'purple hearts, tess wakefield', 'temptation ridge, robyn carr', 'for all time, jude deveraux', 'in a holidaze, christina lauren', 'midnight confessions, robyn carr', 'twelve days of christmas, debbie macomber', 'elle & lui, marc levy', 'midnight promises, sherryl woods', 'here come the girls, milly johnson', 'dating-ish, penny reid', 'the honey farm on the hill, jo thomas', 'what might have been, matt dunn', 'the moment of truth, shari low', 'the london flat, juliet gauvin', 'secrets of the tulip sisters, susan mallery', 'temptation, nora roberts', 'wild man creek, robyn carr', 'under the christmas tree, robyn carr', 'the idea of you, robinne lee', 'honeymoon in paris, jojo moyes', 'the royal wedding, melanie summers', 'searching for disaster, jennifer probst', 'that holiday feeling, debbie macomber', 'fall into temptation, lucy score', 'serendipity, carly phillips', 'smart girl, rachel hollis', 'second chance pass, robyn carr', 'the wedding quilt, jennifer chiaverini', 'lies jane austen told me, julie wright', 'sweet tea and sympathy, molly harper', 'the little bookshop on the seine, rebecca raisin', 'back to the bedroom, janet evanovich', 'treasure on lilac lane, donna alward', 'starry night, debbie macomber', 'letting in light, emma davies']"
368,"['if i stay, evan reeves', 'my sweetest escape, chelsea m. cameron', 'façade, nyrae dawn', 'the girl i was before, ginger scott', 'complicated hearts, ashley jade', 'metamorphosis, erin noelle', 'charade, nyrae dawn', 'my favorite mistake, chelsea m. cameron', 'always red, isabelle ronin', 'be with me, j. lynn', 'one tiny lie, k.a. tucker', 'in this moment, autumn doughton', 'my clarity, m. clarke', 'torn, k.a. robinson', 'taking chances, molly mcadams', 'pieces of you, cassia leo', 'third degree, julie cross', 'trust in me, j. lynn', 'bad rep, a. meredith walters', 'breakable, tammara webber', 'stay with me, j. lynn', 'ti aspettavo, j. lynn']"
369,"['the color of water in july, nora carroll', 'girls of riyadh, rajaa alsanea', 'the little teashop of broken hearts, jennifer joyce', 'the school of essential ingredients, erica bauermeister', 'vanity fare, megan caldwell', 'the sugar queen, sarah addison allen', 'the glass kitchen, linda francis lee', 'how to eat a cupcake, meg donohue', 'christmas in paris, anita hughes', 'the cookbook collector, allegra goodman', ""julia's chocolates, cathy lamb"", 'the coincidence of coconut cake, amy e. reichert']"
370,"['a northern light, jennifer donnelly', 'pirates!, celia rees', 'aurelia, anne osterlund', 'the traitor in the tunnel, y.s. lee', 'mad, bad & dangerous to know, samira ahmed', 'beautiful days, anna godbersen', 'the caged graves, dianne k. salerni', 'prisoner of night and fog, anne blankman', 'rivals in the city, y.s. lee', 'dreamland burning, jennifer latham', ""the twin's daughter, lauren baratz-logsted"", 'a rose for the anzac boys, jackie french', 'hamilton and peggy!, l.m. elliott', 'what i saw and how i lied, judy blundell', ""the musician's daughter, susanne dunlap"", 'the princess of egypt must die, stephanie dray', 'glow, megan e. bryant', 'bright young things, anna godbersen', 'out of the easy, ruta sepetys', 'vengeance road, erin bowman', 'a gathering light, jennifer donnelly', 'the body at the tower, y.s. lee', 'still star-crossed, melinda taub', 'a school for brides, patrice kindl', ""cleopatra's moon, vicky alvear shecter""]"
371,"['a sparrow falls, wilbur smith', 'the master sniper, stephen hunter', 'the guns of navarone, alistair maclean', 'the seventh scroll, wilbur smith', 'the abominable, dan simmons', 'hms ulysses, alistair maclean', 'hornet flight, ken follett', 'dominion, c.j. sansom', ""von ryan's express, david westheimer"", 'sound of thunder, wilbur smith', 'the last heroes, w.e.b. griffin', 'we, the drowned, carsten jensen', 'jackdaws, ken follett', 'shout at the devil, wilbur smith', 'wreckers must breathe, hammond innes', 'the triumph of the sun, wilbur smith', 'cryptonomicon, neal stephenson', 'the last templar, raymond khoury', 'thin air, michelle paver', 'night of the fox, jack higgins', 'black cross, greg iles', '30 pieces of silver, carolyn mccray', 'flashman, george macdonald fraser', ""the tiger's prey, wilbur smith"", 'monsoon, wilbur smith', 'whirlwind, james clavell', '1356, bernard cornwell', 'blue horizon, wilbur smith', 'munich, robert harris', 'honor bound, w.e.b. griffin', 'retreat, hell!, w.e.b. griffin', 'bomber, len deighton', 'el origen perdido, matilde asensi', 'cold harbour, jack higgins', 'the honor of spies, w.e.b. griffin', 'first blood, david morrell', 'winter in madrid, c.j. sansom', ""roosevelt's beast, louis bayard"", 'last reveille, david morrell']"
372,"[""the letter of marque, patrick o'brian"", 'ghosts of bungo suido, p.t. deutermann', ""blue at the mizzen, patrick o'brian"", 'the eagle in the sand, simon scarrow', 'the gladiator, simon scarrow', 'fire and sword, simon scarrow', 'semper fi, w.e.b. griffin', ""h.m.s. surprise, patrick o'brian"", 'agincourt, bernard cornwell', ""the yellow admiral, patrick o'brian"", ""the reverse of the medal, patrick o'brian"", ""sharpe's sword, bernard cornwell"", 'the wake of the lorelei lee, l.a. meyer', ""sharpe's battle, bernard cornwell"", ""post captain, patrick o'brian"", ""sharpe's escape, bernard cornwell"", 'the generals, simon scarrow', 'in the belly of the bloodhound, l.a. meyer', 'team yankee, harold coyle', ""sharpe's trafalgar, bernard cornwell"", ""sharpe's regiment, bernard cornwell"", ""clarissa oakes, patrick o'brian"", 'my bonny light horseman, l.a. meyer', 'under the jolly roger, l.a. meyer', 'the virtues of war, steven pressfield', ""sharpe's devil, bernard cornwell"", ""master & commander, patrick o'brian"", 'a blaze of glory, jeff shaara', 'close combat, w.e.b. griffin', ""the thirteen-gun salute, patrick o'brian"", ""the nutmeg of consolation, patrick o'brian"", 'red phoenix, larry bond', 'the invasion of gaul, s.j.a. turney', ""the eagle's conquest, simon scarrow"", 'centurion, simon scarrow', 'gai-jin, james clavell', ""the mauritius command, patrick o'brian"", 'when the eagle hunts, simon scarrow', 'victory and honor, w.e.b. griffin', 'behind the lines, w.e.b. griffin', ""sharpe's triumph, bernard cornwell"", ""sharpe's rifles, bernard cornwell"", 'vindolanda, adrian goldsworthy', 'rapture of the deep, l.a. meyer', ""sharpe's siege, bernard cornwell"", ""sharpe's fury, bernard cornwell"", ""sharpe's prey, bernard cornwell"", ""sharpe's tiger, bernard cornwell"", ""sharpe's waterloo, bernard cornwell"", 'the fields of death, simon scarrow', 'the assassination option, w.e.b. griffin', 'las legiones malditas, santiago posteguillo', ""sharpe's company, bernard cornwell"", 'curse of the blue tattoo, l.a. meyer', 'redeployment, phil klay', ""the surgeon's mate, patrick o'brian"", ""sharpe's revenge, bernard cornwell"", ""the wine-dark sea, patrick o'brian"", ""sharpe's honor, bernard cornwell"", 'mr. midshipman hornblower, c.s. forester', 'bloody jack, l.a. meyer', ""sharpe's fortress, bernard cornwell"", ""sharpe's havoc, bernard cornwell"", ""the commodore, patrick o'brian"", 'azincourt, bernard cornwell', 'bones of the hills, conn iggulden', ""sharpe's enemy, bernard cornwell"", ""the eagle's prophecy, simon scarrow"", ""sharpe's gold, bernard cornwell""]"
